Data	AN	Data (sfarsit)	Nume Comp.	Moțiune	INFOs.	CA Team	TEMA	P/I	TIPOLOGIE	NIVEL	LIMBA	Runda	DRAW	Observatii	Lipsa	Link	TAGs (WIP)	TEMA 1	TEMA 2	TEMA 3
14-mai-2021			Pache Open 2021	APCC guvernul României ar trebui să negocieze ca fondurile PNRR să meargă disproporționat spre dezvoltarea economică decât spre reformele de protecția mediului.	Fiecare stat membru al UE trebuie să elaboreze propriul Plan de Relansare și Reziliență (PNRR) prin care îşi stabileşte domeniile prioritare de investiții în scopul ieșirii din criză și creșterii capacității de reziliență. România se află în această etapă.	CA: Teodor Abeaboeru, Mihai Tonsciuc, JCA: Vlad Negru		Impromptu		General	Romana	Finală	Eliminatorii							
2-apr.-2021			Cluj Open 2021	Ca musulman Rohingya care încearcă să scape de opresiunea armatei din Myanmar, AP s-ar înrola în ARSA (Arakan Rohingya Salvation Army).		CA: Livia Rusu, Mădălina Voinea DCA: Nina Renata Pop, Lucian Stroia		Prepared		General	Romana	R3,R5	Runde							
2-apr.-2021			Cluj Open 2021	AP preferă o lume în care democrația s-a construit pe viziunea că dreptul la informare este o responsabilitate individuală mai degrabă decât o libertate opțională.		CA: Livia Rusu, Mădălina Voinea DCA: Nina Renata Pop, Lucian Stroia		Prepared		General	Romana	R2,R4	Runde							
2-apr.-2021			Cluj Open 2021	AP ar pedepsi mai drastic crimele care se încadrează în categoria "femicide" în India decât crimele de omor.	"Femicide" este un termen care definește un omor motivat de ură față de femei (mame care își omoară fiicele la naștere din cauza sexului, bărbați care omoară femei la întâmplare doar pe baza sexului etc.). India este țara cu cele mai multe crime motivate de ură împotriva femeilor. În 2016, în fiecare oră, au avut loc 39 de omoruri motivate de ură împotriva femeilor. Deși numărul de crime împotriva femeilor a crescut cu 83% din 2007 până în 2016, doar 18.9% din crimele raportate sunt pedepsite.	CA: Livia Rusu, Mădălina Voinea DCA: Nina Renata Pop, Lucian Stroia		Impromptu		General	Romana	R1	Runde							
2-apr.-2021			Cluj Open 2021	APCC este legitim ca statele să restrângă dreptul la exprimare al unor partide minoritare extremiste pe timp de pandemie. E.g.: luarea cuvântului în plen, promovarea prin proteste care amenință sănătatea publică, amendarea și condamnarea publică pentru falsificarea de informație etc.		CA: Livia Rusu, Mădălina Voinea DCA: Nina Renata Pop, Lucian Stroia		Impromptu		General	Romana	Sferturi	Eliminatorii							
2-apr.-2021			Cluj Open 2021	AP regretă transformarea orientării sexuale în identitate socială.		CA: Livia Rusu, Mădălina Voinea DCA: Nina Renata Pop, Lucian Stroia		Impromptu		General	Romana	Semi	Eliminatorii							
2-apr.-2021			Cluj Open 2021	AP regretă serviciile de internet de tipul Free Basics.	Serviciile Free Basics sunt un acord între Google, Facebook, Wikipedia și providerii de internet din peste 50 de tări în curs de dezvoltare. Acordul presupune ca indivizii din aceste tări, care nu își permit un abonament de internet, să poată accesa gratuit anumite servicii. (Acorduri zero-rate)  Programul Facebook Zero este inițiativa care a avut cel mai mare succes, urmată de Google și Wikipedia Zero. Versiunea aplicațiilor pe care oamenii o utilizează este una rudimentara, doar text, fara imagini sau videoclipuri. Pot avea acces la aceste extra-optiuni contra-cost.  De multe ori, moderarea pe aceste canale nu este asumată de către companii pentru a asigura respectarea Terms & Conditions din partea utilizatorilor.   Programele Zero Rate au devenit controversate în unele țări din cauza mai multor probleme. Autoritatea de reglementare în domeniul telecomunicațiilor din India (TRAI) interzice serviciile cu cotă zero.  Pe de altă parte, programele au crescut accesul la internet la nivel global, peste 653 de milioane de oameni beneficiind de acces gratuit la serviciile de comunicare, informare și banking online puse la dispoziție prin aceste aplicații.  În 2015, cercetătorii care au evaluat modul în care Facebook Zero modelează utilizarea tehnologiei informației și comunicațiilor în lumea în curs de dezvoltare. Au descoperit că 11% dintre indonezienIi care folosesc Facebook, au spus că nu folosesc internetul. 65% dintre nigerieni, 61% dintre indonezieni și 58% dintre indieni sunt de acord cu afirmația că „Facebook este internetul”.  	CA: Livia Rusu, Mădălina Voinea DCA: Nina Renata Pop, Lucian Stroia		Impromptu		General	Romana	Finală	Eliminatorii							
13-aug.-2021			Câmpina Impromptu Open 2021	AP ar obliga companiile să permită angajaților să lucreze oricât de mult doresc de acasă, în măsura în care natura muncii permite acest lucru.		CA: Cosmin Tenie, Daria Chioveanu, Aura Vîlciu JCA: Ioana Dinu		Impromptu		General	Romana	R1	Runde							
13-aug.-2021			Câmpina Impromptu Open 2021	APCC protestul este imoral în cazul neexercitării dreptului la vot.		CA: Cosmin Tenie, Daria Chioveanu, Aura Vîlciu JCA: Ioana Dinu		Impromptu		General	Romana	R2	Runde							
13-aug.-2021			Câmpina Impromptu Open 2021	AP, în calitate de părinte, și-ar crește copiii în conformitate cu "modelul fericirii amânate".	În cadrul modelului de educaţie parentală al "fericirii amânate", se pune un accent puternic pe pregătirea copiilor pentru o viaţă adultă de succes, inclusiv prin accentul pus pe realizări academice sau extracurriculare, structură şi disciplină. În cadrul "modelului sferei protejate" de educatie parentală, se pune un accent puternic pe "lăsarea copiilor să fie copii", inclusiv prin accentul pus pe timpul de joacă si pe plăcerea personală.	CA: Cosmin Tenie, Daria Chioveanu, Aura Vîlciu JCA: Ioana Dinu		Impromptu		General	Romana	R3	Runde							
13-aug.-2021			Câmpina Impromptu Open 2021	Presupunând că există, AP susține inteligența artificială care imită persoanele dragi decedate.	Inteligența artificială fără constiintă (non-sentient) poate imita persoanele decedate în personalitate, maniere, cunoștințe. Poate să existe sub formă de software pe un calculator, device portabil, telefon sau poate imita perfect persoana decedată din punct de vedere fizic. Înainte ca o persoana să moară, aceasta are dreptul de a selecta o listă de oameni care pot folosi acest tip de inteligentă artificială care o imită, dându-și astfel consimțămăntul (familie, prieteni, cunoștințe etc). 	CA: Cosmin Tenie, Daria Chioveanu, Aura Vîlciu JCA: Ioana Dinu		Impromptu		General	Romana	R4	Runde							
13-aug.-2021			Câmpina Impromptu Open 2021	AP ar suspenda echipele națioanle ai căror suporteri comit acte de violență sau discriminare de la competiții internaționale (campionate europene, mondiale, Jocurile Olimpice).		CA: Cosmin Tenie, Daria Chioveanu, Aura Vîlciu JCA: Ioana Dinu		Impromptu		General	Romana	Sferturi	Eliminatorii							
13-aug.-2021			Câmpina Impromptu Open 2021	APCC mișcarea ecologistă ar trebui să abandoneze narațiunea responsabilității personale în favoarea uneia care pune accentul pe responsabilitatea instituțională.		CA: Cosmin Tenie, Daria Chioveanu, Aura Vîlciu JCA: Ioana Dinu		Impromptu		General	Romana	Semis	Eliminatorii							
13-aug.-2021			Câmpina Impromptu Open 2021	Presupunând că există, AP susține utilizarea eternității augmentate pentru persoanele care ocupă poziții foarte influente (de exemplu, cadre universitare de top, cercetători, directori executivi sau politicieni).		CA: Cosmin Tenie, Daria Chioveanu, Aura Vîlciu JCA: Ioana Dinu		Impromptu		General	Romana	Finală	Eliminatorii							
25-aug.-2021			FNDA 2021 Online	AP crede că Angela Merkel ar trebui să își asume o funcție de conducere la nivel European (Președintele Comisiei Europene, Președintele Consiliului European, Președintele Parlamentului European), în urma retragerii din politica Germană.		CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Prepared		General	Romana	R2	Runde							
25-aug.-2021			FNDA 2021 Online	AP, ca UE, s-ar concentra pe terminarea extinderii în Balcanii de Vest (Muntenegru, Serbia, Albania, Bosnia etc.) mai degrabă decat pe consolidarea internă.		CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Prepared		General	Romana	R4	Runde							
25-aug.-2021			FNDA 2021 Online	AP crede că prioritatea 0 a politicii monetare a României ar trebui sa fie ascensiunea la zona euro.		CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Prepared		General	Romana	R6	Runde							
25-aug.-2021			FNDA 2021 Online	AP, ca tânăr dintr-o tara est-europeana, cu rezultate excepționale la învățătură, ar alege să-și continue studiile și să se stabilească într-o țară vest-europeana.		CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Impromptu		General	Romana	R1	Runde							
25-aug.-2021			FNDA 2021 Online	AP ar depune efort considerabil pentru a elimina anonimatul de pe internet (Ex.: Interzicerea VPN-urilor, asocierea unui IP cu un card de identitate, Limitarea numărului de adrese de email/conturi pe platforme de socializare, etc).		CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Impromptu		General	Romana	R3	Runde							
25-aug.-2021			FNDA 2021 Online	AP, ca și FIA (Federation Internationale de l'Automobile), le-ar retrage Super Licența piloților cu o conduită inadecvată din punct de vedere social (Ex: violență verbală sau fizică, hărțuire sexuală etc.).	FIA este instituția care guvernează Campionatul Mondial de Formula 1. Super Licența este "permisul de conducere" pentru o mașină de Formula 1.	CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Impromptu		General	Romana	R5	Runde							
25-aug.-2021			FNDA 2021 Online	AP ar implementa Sistemul de credit social în țările democratice.	Sistemul de credit social este un sistem național de rating facilitat de guvern, care recompensează cetățenii pentru un comportament considerat corect, respectiv ii sanctioneaza pentru un comportament considerat gresit. Acest sistem evaluează un set definit de acțiuni care include, faptele ilegale, gesturile necivilizate (ex: limbaj nepotrivit, lipsa de politete), actiuni imorale etc. Astfel, fiecare cetatean va primi scoruri din partea publicului larg, companiilor cu care intra in contact, ONG-urilor și guvernului. Pe baza acestor scoruri, guvernul aplică recompense și sancțiuni (de exemplu, acces rapid la securitatea aeroporturilor, ipoteci subvenționate de guvern, transport public gratuit; sau impozite mai mari, timpi mai lent de procesare a documentelor și bariere sporite în calea locurilor de muncă din sectorul public).	CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Impromptu		General	Romana	Optimi Parțiale	Eliminatorii							
25-aug.-2021			FNDA 2021 Online	AP ar introduce o cotă de reprezentativitate de gen de 50% prin metoda "zipper" (așezarea alternativă pe listă a bărbaților și femeilor, Ex: bărbat, femeie, bărbat, etc sau femeie, bărbat, femeie, etc) pentru toate pozițiile politice alese (consilieri locali, consilieri județeni, parlamentari etc.) sau numite (miniștri, prefecți etc.).		CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Impromptu		General	Romana	Sferturi	Eliminatorii							
25-aug.-2021			FNDA 2021 Online	AP susține ideea unei UE cu mai multe viteze.	Conceptul de UE cu mai multe viteze face referire la ideea că diferite țări membre ale Uniunii ar trebui să se integreze la diferite niveluri și ritmuri, în funcție de nivelul lor de dezvoltare (politică, economică etc.). Conceptul de UE cu mai multe viteze este în prezent o realitate: spre exemplu, doar un subset de țări ale UE sunt în prezent membre ale zonei euro sau ale spațiului Schengen. Totuși, scopul final al Uniunii este atingerea unui nivel de integrare și dezvoltare uniform în rândul țărilor membre.	CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Impromptu		General	Romana	Semis	Eliminatorii							
25-aug.-2021			FNDA 2021 Online	APCC dreptul la sănătate al persoanelor care doresc să se vaccineze, surclasează dreptul la libertate al persoanelor care nu doresc să se vaccineze.		CA: Ioan Junior Ganea, Ilieș Călin, Alexandra Firescu		Impromptu		General	Romana	Finală	Eliminatorii							
9-oct.-2021			MMO Octombrie	APCC Uniunea Europeană ar trebui să implementeze standarde unitare de calitate a învățământului în toate statele membre		CA: Alina Bucșa, Raluca Slobozeanu		Prepared			Romana									
15-oct.-2021			TM Open 2021	APCC este justificat ca publicații vestice să folosească fake news pentru a combate expansiunea Chinei.		CA: Ioan Junior Ganea, Robert Ciugolia, Tudor Suciu JCA: Alexandru Jula, Valeriu Cărășel		Prepared		General	Romana	R2	Runde							
15-oct.-2021			TM Open 2021	AP susține eliminarea la nivel global a tuturor măsurilor de limitare a comerțului liber între state (ex: tarife vamale, embargo-uri).		CA: Ioan Junior Ganea, Robert Ciugolia, Tudor Suciu JCA: Alexandru Jula, Valeriu Cărășel		Prepared		General	Romana	R4	Runde							
15-oct.-2021			TM Open 2021	AP ar interzice conținutul media sponsorizat în industria jocurilor video.	În industria jocurilor video există o practică prin care producătorii oferă anumite beneficii persoanelor care creează conținut despre jocuri video în schimbul creării unui material de recenzie despre jocul lansat de producător. Beneficiile au o valoare materială directă (ex. bani, procent din vânzările realizate prin recomandarea creatorului de conținut, etc.) sau indirectă (ex. interviuri cu echipa de producție sau acces la joc înainte de lansarea acestuia). Materialul rezultat este cunoscut și sub numele de conținut sponsorizat.	CA: Ioan Junior Ganea, Robert Ciugolia, Tudor Suciu JCA: Alexandru Jula, Valeriu Cărășel		Impromptu		General	Romana	R1	Runde							
15-oct.-2021			TM Open 2021	AP preferă o lume în care copiii sunt crescuți predominant de cupluri non-romantice. (ex. doi prieteni, care trăiesc împreună, neavând o relație de natură romantică sau sexuală).		CA: Ioan Junior Ganea, Robert Ciugolia, Tudor Suciu JCA: Alexandru Jula, Valeriu Cărășel		Impromptu		General	Romana	R4	Runde							
15-oct.-2021			TM Open 2021	APCC jurnalismul este mai eficient decât protestele atunci când vine vorba de tragerea la răspundere a guvernelor.		CA: Ioan Junior Ganea, Robert Ciugolia, Tudor Suciu JCA: Alexandru Jula, Valeriu Cărășel		Impromptu		General	Romana	Sferturi	Eliminatorii							
15-oct.-2021			TM Open 2021	AP, ca stat democratic care a fost victima unui atac nuclear, neprovocat, din partea unui alt stat, al lansa un contraatac nuclear.		CA: Ioan Junior Ganea, Robert Ciugolia, Tudor Suciu JCA: Alexandru Jula, Valeriu Cărășel		Impromptu		General	Romana	Semis	Eliminatorii							
15-oct.-2021			TM Open 2021	AP ar interzice jurnalismul incorporat de război.	Jurnalismul incorporat de război se referă la faptul că reporterii de știri sunt atașați de unitățile militare implicate în conflictele armate. Deși termenul ar putea fi aplicat multor interacțiuni istorice dintre jurnaliști și personalul militar, acesta a ajuns să fie folosit mai întâi în mediatizarea invaziei Irak-ului din 2003.	CA: Ioan Junior Ganea, Robert Ciugolia, Tudor Suciu JCA: Alexandru Jula, Valeriu Cărășel		Impromptu		General	Romana	Finală	Eliminatorii							
20-noi.-2021			MMO Noiembrie	APCC Uniunea Europeană ar trebui să introducă un venit minim garantat.		CA: Teodor Abeaboeru, Ilinca Berinde		Prepared		Incepator	Romana									
27-noi.-2021			Cupa Liceelor Prahovene 2021	AP ar elimina testarea standardizată folosită în învățământul preuniversitar.		CA: Oana Nițu, Ioana Dinu		Prepared		Incepator	Romana	R2, R4	Runde							
27-noi.-2021			Cupa Liceelor Prahovene 2021	Atâta timp cât locul de muncă îi permite, AP, ca angajat, ar alege să muncească de acasă, mai degrabă decât de la birou.		CA: Oana Nițu, Ioana Dinu		Impromptu		Incepator	Romana	R1	Runde							
27-noi.-2021			Cupa Liceelor Prahovene 2021	AP regretă conceptul de suflete pereche.		CA: Oana Nițu, Ioana Dinu		Impromptu		Incepator	Romana	R3	Runde							
30-noi.-2021			InterDebate Timișoara 2021	APCC mișcarea feministă din România ar trebui să se axeze mai degrabă pe atragerea publicului conservator decât pe atragerea celui progresiv.		CA: Iacob Otilia, Jula Alexandru		Prepared		General	Romana	R2	Runde							
30-noi.-2021			InterDebate Timișoara 2021	APCC aplicațiile de tip „Hook-Up” (Tinder, Bubmle, Gridnr, etc.) fac mai mult rău decât bine tinerilor din societatea actuală.	Cultura „Hookup” încurajează oamenii să aibă relații de scurtă durată, bazate în special pe atracția fizică, fără a prioritiza sentimentele. În acest sens, aplicațiile de tip „Hookup” oferă utilizatorilor posibilitatea de a intra în contact cu oameni interesați de „fling-uri”, mai degrabă decât de relații serioase.	CA: Iacob Otilia, Jula Alexandru		Impromptu		General	Romana	R1	Runde							
30-noi.-2021			InterDebate Timișoara 2021	APCC statele în curs de dezvoltare (România, Argentina, India, Egipt, etc.) ar trebui să prioritizeze investițiile în infrastructură (construcția de autostrăzi, spitale, etc.) în detrimentul investițiilor în programe de asistență socială (asigurări medicale, fonduri de asistență, etc.).		CA: Iacob Otilia, Jula Alexandru		Impromptu		General	Romana	R3	Runde							
30-noi.-2021			InterDebate Timișoara 2021	Ești o democrație vestică liberală. Afli în mod exclusiv și incontestabil faptul că s-a născut cel de-Al Treilea Antichrist, acesta corespundzând exact descrierii făcute de Nostradamus, însă nu știi exact cine este. AP, ca stat, ar divulga informația.	Termenul de „Antichrist” este definit ca întruchiparea răului  absolut într-un singur individ, o persoană (mai specific, un lider) din cauza  căreia sunt declanșate unele dintre cele mai mari atrocități ale lumii.  A fost introdus prima dată de către Nostradamus, care este considerat  „marele profet al omenirii”. A primit această titulatură, datorită faptului că a prevestit unele dintre cele mai marcante și semnificative evenimente ale  întregii lumi (Revoluția Franceză, Atacurile din 11.09.2001 asupra  World Trade Center, ascensiunea lui Adolf Hitler etc.) în celebra sa  publicație din 1555, denumită „Profețiile lui Nostradamus”. În aceeași  publicație, există o teorie prin care Nostradamus afirmă că vor exista  strict 3 Antichriști pe care i-a descris și numit codat, profețiile sale fiind  interpretate/descifrate de către anumiți oameni. Primii doi Antichriști au fost  deja identificați ca fiind Napoleon Bonaparte și Adolf Hitler, ambii fiind  cunoscuți din cauza masacrelor și genocidelor săvârșite.  Cel de-al treilea Antichrist nu a fost încă identificat, însă a fost descris de  Nostradamus ca fiind un lider din Orientul Mijlociu din cauza căruia,  dacă nu va fi oprit, se va declanșa cel de-Al Treilea Război Mondial,  care va fi mult mai devastator decât primele două și ar putea genera  chiar și Sfârșitul Lumii.	CA: Iacob Otilia, Jula Alexandru		Impromptu		General	Romana	Finală	Eliminatorii							
5-dec.-2021			LDCembrie Open 2021	APCC Consiliul Mediului, nu politicienii, ar trebui să ia toate deciziile cu privire la combaterea încălzirii globale și să aprobe orice măsură care ar putea avea un impact semnificativ asupra mediului.	Consiliul Mediului este un organism național, apolitic și independent, format din cercetători și oameni de știință cu specializări în încălzirea globală și conservarea biodiversității. Membrii acestuia sunt propuși de către comunitatea științifică și trebuie să treacă un test de competență în domeniu.	CA: Victor Băjan, Darius Iordăchioae-Nouri, Ioana Maxineanu, JCA: Ana Petcu		Prepared		Incepator	Romana	R2	Runde							
5-dec.-2021			LDCembrie Open 2021	APCC rețelele de socializare au un impact negativ asupra democrației.		CA: Victor Băjan, Darius Iordăchioae-Nouri, Ioana Maxineanu, JCA: Ana Petcu		Prepared		Incepator	Romana	R4	Runde							
5-dec.-2021			LDCembrie Open 2021	LIPSEȘTE		CA: Victor Băjan, Darius Iordăchioae-Nouri, Ioana Maxineanu, JCA: Ana Petcu		Impromptu		Incepator	Romana	R1	Runde							
5-dec.-2021			LDCembrie Open 2021	LIPSEȘTE		CA: Victor Băjan, Darius Iordăchioae-Nouri, Ioana Maxineanu, JCA: Ana Petcu		Impromptu		Incepator	Romana	R3	Runde							
5-dec.-2021			LDCembrie Open 2021	LIPSEȘTE		CA: Victor Băjan, Darius Iordăchioae-Nouri, Ioana Maxineanu, JCA: Ana Petcu		Impromptu		Incepator	Romana	Sferturi	Eliminatorii							
5-dec.-2021			LDCembrie Open 2021	LIPSEȘTE		CA: Victor Băjan, Darius Iordăchioae-Nouri, Ioana Maxineanu, JCA: Ana Petcu		Impromptu		Incepator	Romana	Semis	Eliminatorii							
5-dec.-2021			LDCembrie Open 2021	LIPSEȘTE		CA: Victor Băjan, Darius Iordăchioae-Nouri, Ioana Maxineanu, JCA: Ana Petcu		Impromptu		Incepator	Romana	Finală	Eliminatorii							
7-ian.-2022			CDX IX	APCC NATO ar trebui să mobilizeze trupe la granița de Est a Europei ca răspuns la criza refugiaților din Belarus.		CA: Cosmin Tenie, Robert Ciugolia, DCA: Ilinca Berinde		Prepared		General	Romana	R2	Runde							
7-ian.-2022			CDX IX	APCC firmele de tehnologie vestice (Google, Apple, Facebook, etc.) nu ar trebui să intre pe piața din China dacă le sunt impuse standarde care contravin valorilor democratice (cenzura rezultatelor din motoarele de căutare, supravegherea activității utilizatorilor de către stat fără mandate, acces nelimitat la dispozitivele mobile ale utilizatorilor, etc.).		CA: Cosmin Tenie, Robert Ciugolia, DCA: Ilinca Berinde		Prepared		General	Romana	R4	Runde							
7-ian.-2022			CDX IX	AP susține sportivele care se folosesc de sexualitatea lor pentru a crește popularitatea sportului pe care îl practică.		CA: Cosmin Tenie, Robert Ciugolia, DCA: Ilinca Berinde		Impromptu		General	Romana	R1	Runde							
7-ian.-2022			CDX IX	AP susține mișcările ecologiste care protestează împotriva marilor poluatori prin distrugerea proprietății private a acestora.		CA: Cosmin Tenie, Robert Ciugolia, DCA: Ilinca Berinde		Impromptu		General	Romana	R3	Runde							
7-ian.-2022			CDX IX	APCC statele ar trebui să creasacă impozitele în detrimentul reducerii cheltuielilor publice ca răspuns la criza generată de COVID-19.		CA: Cosmin Tenie, Robert Ciugolia, DCA: Ilinca Berinde		Impromptu		General	Romana	Sferturi	Eliminatorii							
7-ian.-2022			CDX IX	APCC promovarea agresivă în mass-media a idei de "body positivity" face mai mult rău decat bine.		CA: Cosmin Tenie, Robert Ciugolia, DCA: Ilinca Berinde		Impromptu		General	Romana	Semis	Eliminatorii							
7-ian.-2022			CDX IX	LIPSEȘTE		CA: Cosmin Tenie, Robert Ciugolia, DCA: Ilinca Berinde		Impromptu		General	Romana	Finală	Eliminatorii							
13-feb.-2023			HD Open 2022	AP, ca Germania, ar rămâne pasivă în ce privește conflictul de la granița Ucrainei cu Rusia.		CA: Ana Petcu, Călin Biberea, Valentin Bogulean		Prepared		General	Romana	R2	Runde							
6-mar.-2022			Interact Sfântul Sava Debate Competition	APCC Abiy Ahmed ar trebui să îi permită regiunii Tigray secesiunea față de Etiopia și declararea acesteia drept stat independent.		CA: Ana Petcu, Alexandru Jula														
8-apr.-2022			Cluj Open 2022	APCC umanitatea ar trebui să facă energia nucleară o prioritate pentru următoarele decenii,		CA: Robert Ciugolia, Andra Literat DCA: Cătălin Panțiru JCA: Alex Ficard		Prepared		General	Romana		Runde							
8-apr.-2022			Cluj Open 2022	AP regretă portretizarea făcută de media a persoanelor suferinde de autism ca fiind persoane care posedă o inteligență şi o creativitate ieşită din comun.		CA: Robert Ciugolia, Andra Literat DCA: Cătălin Panțiru JCA: Alex Ficard		Prepared		General	Romana		Runde							
13-mai-2022			Pache Open 2022	AP se opune fenomenului cultural de glorificare a maximizării productivității (ex: ascensiunea "productivity influencers", promovarea unui program de muncă solicitant).		CA: Ana Coman, Sanziana Miu, Victor Negoescu JCA: Alex Ficard		Impromptu		General	Romana	Sferturi	Eliminatorii							
20-mai-2022			Chropen 2022	AP, în România, ar introduce subculturile artistice (manele, rap, graffiti, goth, punk, arta lgbtq, arta minorităților etnice, etc.) în mediul școlar și academic (școli, universități, facultăți de artă, conservatoare, etc.).		CA: Ştefan Matei, Ioan Junior Ganea, Poruțiu Theodor, DCA; Oana Voiculescu, Robert Barbu		Prepared		General	Romana	R2	Runde							
20-mai-2022			Chropen 2022	AP susține sancțiunile economice ca mecanism pentru de-escalarea conflictelor.		CA: Ştefan Matei, Ioan Junior Ganea, Poruțiu Theodor, DCA; Oana Voiculescu, Robert Barbu		Impromptu		General	Romana	R1	Runde							
20-mai-2022			Chropen 2022	APCC mișcările sociale progresive în țări în curs de dezvoltare ar trebui să prioritizeze lupta pentru schimbări la nivel de legi și politici guvernamentale peste schimbări în atitudinile de masă, credințe și percepții.		CA: Ştefan Matei, Ioan Junior Ganea, Poruțiu Theodor, DCA; Oana Voiculescu, Robert Barbu		Impromptu		General	Romana	R3	Runde							
20-mai-2022			Chropen 2022	AP, ca om religios, s-ar opune religiei organizate.	În religia organizată sistemele de credință și ritualurile sunt aranjate și stabilite în mod sistematic într-o doctrină interpretată de o structură ierarhică. Aceasta se ocupă atât de administrarea comunității și instituțiilor religioase, cât și de asigurarea respectării doctrinei.	CA: Ştefan Matei, Ioan Junior Ganea, Poruțiu Theodor, DCA; Oana Voiculescu, Robert Barbu		Impromptu		General	Romana	R4	Runde							
20-mai-2022			Chropen 2022	APCC statele cu sistem public de sănătate, nu ar trebui sp subvenționeze tratamentul bolilor cronice cauzate de obiceiurile persoanelor (ex. Cancer pulmonar la fumători, Ciroza la consumatorii de alcool, Probleme de inimă la cei care nu mănâncă sănătos, probleme cauzate de lipsa sportului).		CA: Ştefan Matei, Ioan Junior Ganea, Poruțiu Theodor, DCA; Oana Voiculescu, Robert Barbu		Impromptu		General	Romana	Sferturi	Eliminatorii							
20-mai-2022			Chropen 2022	APCC toate proiectele industriale cu impact ecologic major (ex. fracking, minat, defrișări, devieri de râuri) ar trebui aprobate prin referendum național.		CA: Ştefan Matei, Ioan Junior Ganea, Poruțiu Theodor, DCA; Oana Voiculescu, Robert Barbu		Impromptu		General	Romana	Semis	Eliminatorii							
20-mai-2022			Chropen 2022	AP, ca soldat trimis pentru înăbușirea revoltei, ar dezerta și s-ar alătura grupului celor 30 de tineri pentru a protesta.	În data de 17 decembrie 1989, cu o săptămână înainte de evenimentele revoluționare din toată România, în Timișoara protestele anti-comuniste începute cu o zi în urmă iau amploare. În jurul orei 18:45 forțele armate din Timișoara primesc semnalul pentru înarmarea militarilor cu muniție de război. Eșuând în restabilirea ordinii, armata transformă Timișoara într-un infern, peste 300 de oameni fiind uciși sau răniți. În dimineața zilei de 18 decembrie, centrul Timișoarei era păzit de soldați și agenți ai Securității, grupurile mai mari de 2 persoane fiind interzise. Totuși, un grup de 30 de tineri sfidează interdicțiile, înaintând spre Catedrala Ortodoxă, fluturând drapele tricolore cu stema comunistă tăiată și cântând "Deșteaptă-te, române" (cântec patriotic interzis), sub amenințarea redeschiderii focului.	CA: Ştefan Matei, Ioan Junior Ganea, Poruțiu Theodor, DCA; Oana Voiculescu, Robert Barbu		Impromptu		General	Romana	Finală	Eliminatorii							
1-iul.-2022			BTDR 2022	AP preferă China drept hegemon în Orientul Mijlociu, în defavoarea SUA.		CA: Theodor Poruțiu, Andrei Lupu		Prepared		General	Romana	R2, Sferturi	General							
1-iul.-2022			BTDR 2022	AP ar diviza cele cinci mari companii tech (Google, Amazon, Meta,  Apple, Microsoft).	Diviziunea monopolului este o practică de tip antitrust, prin care monopolurile sunt separate structural - împărțite în companii mai mici.	CA: Theodor Poruțiu, Andrei Lupu		Prepared		General	Romana	R4, Finală	General							
1-iul.-2022			BTDR 2022	AP, ca tânăr absolvent de liceu, și-ar lua un gap year pentru a invata skilluri ce ii imbunatatesc mobilitatea sociala (ex: educatie financiară, vânzări etc).		CA: Theodor Poruțiu, Andrei Lupu		Impromptu		General	Romana	R1	Runde							
1-iul.-2022			BTDR 2022	AP ar reincepe imediat alegerile electorale pentru orice post ocupat de cineva a carui rata de aprobare scade sub 30%		CA: Theodor Poruțiu, Andrei Lupu		Impromptu		General	Romana	R3	Runde							
1-iul.-2022			BTDR 2022	AP, ca tânăr din SUA cu o orientare politică se stânga, care vrea să se implice activ în guvernarea statului, s-ar alătura organizațiilor care luptă pentru drepturile muncii (sindicate, asociații, etc.) în defavoarea unui partid politic.		CA: Theodor Poruțiu, Andrei Lupu		Impromptu		General	Romana	Semis	Eliminatorii							
5-aug.-2022			TM Open 2022	APCC administrațiile locale ar trebui să aloce o porțiune semnificativă din buget prin bugetare participativă.	Bugetarea participativă este o formă de implicare civică în care cetățenii sunt incluși activ (ex. propun, deliberează, vorează) în procesul de alocare a fondurilor publice.	CA: Călin Biberea, Ioana Maxineanu DCA: Alex Ficard		Impromptu		General	Romana	R1	Runde							
5-aug.-2022			TM Open 2022	AP susține crearea unei organizații de sercuritate colectivă, similară NATO, în regiunea indo-pacifică.		CA: Călin Biberea, Ioana Maxineanu DCA: Alex Ficard		Prepared		General	Romana	R2	Runde							
5-aug.-2022			TM Open 2022	În țările în care avortul este legal, APCC personalul medical calificat nu ar trebui să poată refuza să efectueze avorturi din motive morale sau religioase.		CA: Călin Biberea, Ioana Maxineanu DCA: Alex Ficard		Impromptu		General	Romana	R3	Runde							
